,User attribute 1,User attribute 2,User attribute 3,User attribute 4,User attribute 5,User attribute 6,User attribute 7,User attribute 8,User attribute 9,User attribute 11,User attribute 12,Age,Phone OS version,Countries,User source sh,User attribute 10,Phone brand sh,Target variable Y
9361,29,0,2,0,0.0487804878,0.07317073171,0.0,82,0,0,1,31,9,US,Bidalgo - Facebook,MV,samsung,0
9386,29,0,2,1,0.0,0.1142857143,0.0,35,0,0,1,31,8.0.0,US,Facebook,MV,LGE,0
8110,20,0,4,2,0.01639344262,0.3114754098,0.0,61,0,0,1,22,8.0.0,US,Facebook,MV,samsung,0
1034,23,0,1,1,0.08928571429,0.03571428571,0.0,56,0,1,1,25,9,CA,Bidalgo - Instagram,MV,HUAWEI,0
7166,19,0,3,0,0.025,0.125,0.0,80,0,0,1,21,8.0.0,US,Facebook,MV,samsung,0
4407,25,0,2,1,0.011627906979999998,0.17441860469999998,1.0,86,1,0,0,27,6.0.1,AU,Bidalgo - Facebook,MV,LENOVO,0
6463,13,0,3,0,0.0,0.1636363636,0.0,110,0,0,0,15,7.1.1,NO,Facebook,MV,LENOVO,0
7355,42,0,3,1,0.04166666667,0.2083333333,0.0,48,0,1,1,44,8.0.0,AU,Facebook,MV,HUAWEI,0
956,23,0,4,0,0.0,0.4375,0.0,48,0,0,0,25,7.1.2,US,Other,MV,LGE,0
5079,27,0,1,1,0.0,0.08823529412,0.0,34,0,0,1,29,8.1.0,US,MV,MV,LGE,0
535,35,0,1,2,0.0223880597,0.1194029851,0.0,134,0,0,0,37,5,US,Bidalgo - Facebook,MV,samsung,1
7296,42,0,6,0,0.05825242718,0.213592233,0.0,103,0,0,1,44,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
1590,29,0,2,1,0.06593406593,0.1208791209,0.0,91,0,0,0,31,7,NO,Facebook,MV,HUAWEI,0
4280,22,0,1,0,0.02985074627,0.1641791045,0.0,67,0,0,1,24,8.0.0,SG,Facebook,MV,samsung,0
1984,23,0,2,0,0.01538461538,0.1538461538,1.0,65,1,0,1,25,8.0.0,US,MV,MV,motorola,0
901,18,0,2,1,0.01492537313,0.1641791045,0.0,67,0,0,1,20,8.0.0,CA,Google Adwords,MV,LGE,0
5189,15,0,1,2,0.0,0.09,1.0,100,1,0,1,17,8.0.0,US,Google Adwords,MV,samsung,0
8102,23,0,4,0,0.01,0.49,0.0,100,0,0,0,25,7,NZ,Facebook,MV,samsung,0
9329,21,0,4,2,0.04705882353,0.2235294118,0.0,85,0,0,0,23,7.1.1,US,Facebook,MV,ZTE,0
1660,55,0,3,1,0.0,0.32,0.0,100,0,1,0,57,7.1.1,CA_US,Bidalgo - Facebook,MV,ALCATEL,0
460,43,0,3,4,0.119205298,0.08609271523,0.0,151,0,1,1,45,8.0.0,US,Fluent,Fluent,samsung,0
9053,21,0,1,1,0.03125,0.15625,0.0,64,0,0,0,23,7,GB,Bidalgo - Facebook,MV,samsung,0
7297,17,0,8,1,0.04385964912,0.2368421053,0.0,114,0,0,0,19,6.0.1,US,Bidalgo - Instagram,MV,samsung,0
3568,19,0,0,0,0.04651162791,0.0,0.0,43,0,0,1,21,8.1.0,GB,Facebook,MV,samsung,0
424,20,0,4,1,0.0,0.2291666667,0.0,48,0,0,1,22,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
8881,33,0,2,0,0.09090909091,0.09090909091,0.0,44,0,1,0,35,7,US,Facebook,MV,LGE,0
57,27,0,1,0,0.06666666667,0.08333333333,0.0,60,0,1,1,29,8.0.0,NZ,Facebook,MV,samsung,0
7818,14,0,2,1,0.0,0.171875,0.0,64,0,0,0,16,7,US,Facebook,MV,TCL,0
4080,26,0,2,1,0.0,0.24,0.0,25,0,1,0,28,7.1.1,US,Bidalgo - Facebook,MV,motorola,0
4863,22,0,2,0,0.06896551724,0.1896551724,0.0,58,0,0,1,24,8.0.0,US,Bidalgo - Instagram,MV,motorola,0
3755,28,0,1,0,0.06896551724,0.1034482759,0.0,29,0,0,0,30,7,FI,MV,MV,HUAWEI,0
3548,24,0,3,1,0.01111111111,0.1,0.0,90,0,1,1,26,8.0.0,FR,MV,MV,samsung,0
4942,26,0,3,1,0.03125,0.140625,0.0,64,0,1,1,28,8.1.0,US,Fluent,Fluent,samsung,0
4733,27,0,1,0,0.07407407407000001,0.2222222222,0.0,54,0,1,0,29,7,US,Facebook,MV,samsung,0
5350,17,0,2,0,0.01612903226,0.2419354839,0.0,62,0,0,0,19,5.1.1,US,MV,MV,samsung,0
3028,18,0,0,2,0.07142857142999999,0.2142857143,0.0,56,0,0,1,20,8.1.0,US,Facebook,MV,LGE,0
8754,22,0,1,0,0.02083333333,0.2083333333,0.0,48,0,1,0,24,7.1.2,US,Bidalgo - Facebook,MV,LGE,0
3072,26,0,1,0,0.0404040404,0.07575757576,1.0,198,1,0,1,28,8.0.0,GB,Facebook,MV,samsung,0
4440,23,0,4,1,0.007575757576,0.3939393939,0.0,132,0,0,1,25,8.1.0,NZ,Bidalgo - Instagram,MV,samsung,0
3182,15,1,3,1,0.02803738318,0.06542056075,1.0,107,1,0,1,17,8.0.0,FI,MV,MV,OnePlus,0
4610,18,0,1,1,0.03278688525,0.03278688525,0.0,61,0,1,1,20,8.0.0,US,Fluent,Fluent,samsung,0
9105,40,0,1,0,0.07317073171,0.2926829268,0.0,41,0,0,1,42,8.1.0,US,Bidalgo - Facebook,MV,LGE,0
5009,23,0,2,1,0.0,0.2444444444,0.0,45,0,0,1,25,8.1.0,CA,Google Adwords,MV,samsung,0
333,31,0,2,0,0.1538461538,0.1538461538,0.0,26,0,1,1,33,8.1.0,US,Bidalgo - Facebook,MV,Other,0
7115,28,0,1,1,0.1212121212,0.1212121212,0.0,66,0,1,1,30,9,US,MV,MV,Google,0
8684,23,0,4,1,0.008695652174,0.5043478261,1.0,115,1,0,0,25,7.1.1,DK,Facebook,MV,samsung,0
8538,34,0,1,2,0.02857142857,0.27619047620000003,0.0,105,0,1,0,36,7.1.1,US,Bidalgo - Facebook,MV,ZTE,0
2118,19,0,0,0,0.05882352941000001,0.05882352941000001,0.0,68,0,0,1,21,8.0.0,DK,Bidalgo - Instagram,MV,samsung,0
7870,23,0,2,0,0.0,0.22,0.0,50,0,0,1,25,8.1.0,US,Facebook,MV,samsung,0
5524,19,0,0,0,0.0,0.09090909091,3.0,11,1,0,0,21,7,US,MV,MV,samsung,0
2527,26,3,3,1,0.03557312253,0.0395256917,2.0,253,1,0,1,28,8.0.0,NO,Facebook,MV,samsung,0
8668,39,0,2,1,0.0119047619,0.05952380952000001,0.0,84,0,1,0,41,6.0.1,NZ,Facebook,MV,Other,0
6071,47,0,2,0,0.0,0.1789473684,0.0,95,0,0,1,49,8.0.0,SG,Bidalgo - Facebook,MV,LGE,1
4996,22,0,1,2,0.01515151515,0.04545454545,0.0,66,0,1,1,24,8.0.0,DK,Facebook,MV,samsung,0
1085,25,0,0,3,0.06034482759,0.008620689655000001,0.0,116,0,1,1,27,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
3575,18,0,3,1,0.06944444444,0.125,0.0,72,0,0,1,20,8.0.0,US,YeahMobi,MV,LGE,0
4191,38,0,2,0,0.0,0.5,0.0,8,0,0,0,40,7.1.2,US,MV,MV,samsung,0
5203,28,0,9,1,0.07142857142999999,0.2551020408,0.0,98,0,0,1,30,8.0.0,CA,Facebook,MV,LGE,0
8632,18,0,3,0,0.1132075472,0.3773584906,0.0,106,0,1,1,20,8.1.0,GB,Other,MV,HUAWEI,0
5199,15,0,4,1,0.0,0.08536585366,0.0,82,0,0,1,17,8.0.0,US,Facebook,MV,samsung,0
3217,28,0,2,1,0.00826446281,0.14049586779999998,0.0,121,0,0,1,30,8.1.0,SE,MV,MV,OnePlus,0
6978,25,0,4,0,0.0,0.3095238095,0.0,42,0,0,1,27,8.1.0,US,Facebook,MV,samsung,0
817,35,0,0,1,0.03448275862,0.1034482759,0.0,29,0,1,0,37,5.0.2,US,Bidalgo - Facebook,MV,LGE,0
7070,17,0,0,0,0.08888888889,0.1777777778,0.0,45,0,1,1,19,8.1.0,GB,Bidalgo - Instagram,MV,HUAWEI,0
4623,20,0,1,1,0.029411764710000007,0.1029411765,0.0,68,0,0,1,22,8.0.0,SG,Facebook,MV,samsung,0
5310,24,0,3,0,0.0,0.4,0.0,30,0,0,0,26,5.1.1,CA,Google Adwords,MV,samsung,0
2979,24,0,2,4,0.03144654088,0.1006289308,0.0,159,0,0,1,26,8.0.0,US,Fluent,Fluent,samsung,0
3254,43,0,2,0,0.0,0.14814814810000002,0.0,27,0,1,1,45,8.1.0,US,Bidalgo - Facebook,MV,LGE,0
9467,18,0,1,0,0.0,0.1111111111,0.0,54,0,0,0,20,7,FR,Bidalgo - Instagram,MV,Sony,0
1713,32,0,0,0,0.0,0.1666666667,0.0,12,0,0,0,34,7,GB,Bidalgo - Facebook,MV,HUAWEI,0
1622,23,0,5,2,0.0,0.07317073171,0.0,82,0,0,1,25,8.0.0,US,Other,MV,samsung,0
3728,28,0,3,1,0.0,0.1081081081,0.0,74,0,0,1,30,8.0.0,US,Facebook,MV,samsung,0
2457,44,0,1,1,0.01639344262,0.131147541,0.0,61,0,0,0,46,7,US,MV,MV,LGE,0
952,18,0,3,2,0.01587301587,0.2063492063,0.0,63,0,0,1,20,8.0.0,US,MV,MV,motorola,0
334,21,0,1,1,0.0303030303,0.0303030303,0.0,33,0,1,1,23,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
6565,31,0,1,0,0.02857142857,0.08571428571,0.0,35,0,1,1,33,8.1.0,US,Bidalgo - Facebook,MV,LGE,0
7170,27,0,4,1,0.0,0.2222222222,0.0,45,0,1,1,29,8.1.0,US,Bidalgo - Facebook,MV,LGE,0
3020,17,0,2,1,0.02272727273,0.2727272727,0.0,44,0,0,0,19,6.0.1,US,Facebook,MV,samsung,0
8305,27,0,5,1,0.01851851852,0.4074074074,0.0,54,0,0,1,29,8.1.0,US,MV,MV,samsung,0
6591,21,0,1,0,0.0,0.05405405405,0.0,37,0,0,0,23,5.1.1,CA,MV,MV,samsung,0
8821,45,0,1,1,0.01408450704,0.3802816901,0.0,71,0,1,1,47,8.1.0,US,Bidalgo - Instagram,MV,Alco,0
3073,45,0,7,2,0.1111111111,0.2857142857,0.0,126,0,1,0,47,7,US,Facebook,MV,samsung,0
2446,26,0,6,0,0.08474576270999999,0.2033898305,0.0,59,0,1,1,28,8.0.0,US,Bidalgo - Facebook,MV,LGE,0
4774,25,0,3,1,0.0,0.3818181818,0.0,55,0,0,1,27,8.0.0,GB,YouTube,MV,motorola,0
8237,40,0,1,1,0.0,0.2298850575,0.0,87,0,0,0,42,7,US,UnityAds - Android,MV,samsung,0
8931,18,0,2,0,0.06153846154,0.09230769231,0.0,65,0,0,1,20,8.0.0,GB,Bidalgo - Instagram,MV,samsung,0
6879,18,0,1,1,0.01666666667,0.1333333333,0.0,60,0,1,1,20,8.0.0,CA,Facebook,MV,samsung,0
3248,50,0,1,0,0.05660377357999999,0.1509433962,0.0,53,0,0,0,52,6.0.1,US,Bidalgo - Facebook,MV,samsung,0
2209,40,0,0,0,0.03703703704,0.1851851852,0.0,27,0,1,0,42,7.1.1,US,Bidalgo - Facebook,MV,motorola,0
4411,25,0,6,1,0.0,0.3555555556,0.0,45,0,0,0,27,6.0.1,US,Bidalgo - Facebook,MV,samsung,0
1453,52,0,6,1,0.019230769230000003,0.3846153846,0.0,52,0,1,0,54,7.1.1,CA,Bidalgo - Facebook,MV,samsung,0
4184,42,0,2,0,0.01428571429,0.1142857143,0.0,70,0,0,0,44,6.0.1,US,MV,MV,samsung,0
5988,20,0,2,1,0.05524861878,0.02762430939,0.0,181,0,0,1,22,8.0.0,SG,Other,MV,samsung,0
9052,23,0,5,1,0.032432432430000005,0.2972972973,0.0,185,0,1,1,25,8.0.0,GB,Facebook,MV,samsung,0
8064,28,0,6,1,0.0,0.0981595092,0.0,163,0,0,1,30,8.1.0,NZ,Facebook,MV,OPPO,0
9319,21,0,2,1,0.02793296089,0.04469273743,0.0,179,0,0,0,23,5.1,SG,Bidalgo - Instagram,MV,OPPO,0
7331,47,0,3,1,0.0243902439,0.6260162602,0.0,123,0,0,0,49,7,US,MV,MV,LGE,0
7504,19,0,2,1,0.1466666667,0.16,0.0,75,0,0,1,21,9,FR,Bidalgo - Instagram,MV,HUAWEI,0
2727,35,0,6,1,0.04255319149,0.17021276600000002,0.0,188,0,1,1,37,8.0.0,US,Facebook,MV,samsung,0
2439,18,0,2,0,0.007575757576,0.1136363636,0.0,132,0,0,1,20,8.1.0,DK,Facebook,MV,OnePlus,0
5193,30,0,2,1,0.06756756757,0.02702702703,0.0,148,0,1,1,32,8.0.0,DK,Bidalgo - Facebook,MV,samsung,0
2120,39,0,4,0,0.0,0.5384615385,0.0,13,0,0,0,41,4.4.2,US,MV,MV,samsung,0
762,54,0,0,1,0.025,0.15,0.0,40,0,1,0,56,7.1.1,US,Bidalgo - Facebook,MV,motorola,0
1068,24,0,2,2,0.0,0.03539823009,0.0,113,0,1,1,26,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
503,13,0,3,0,0.01470588235,0.2794117647,0.0,68,0,0,1,15,8.0.0,US,Facebook,MV,samsung,0
7556,22,0,4,3,0.02586206897,0.1810344828,0.0,116,0,0,1,24,9,US,Bidalgo - Facebook,MV,samsung,0
4584,32,0,2,3,0.02702702703,0.06306306306,0.0,111,0,0,1,34,8.1.0,US,Bidalgo - Instagram,MV,TCL,0
7737,13,0,2,0,0.02325581395,0.2790697674,0.0,43,0,0,0,15,7,US,YouTube,MV,LGE,0
7386,39,0,1,0,0.057692307689999986,0.2692307692,0.0,52,0,1,1,41,8.0.0,US,MV,MV,motorola,0
748,31,0,15,1,0.01904761905,0.4571428571,0.0,105,0,1,1,33,8.1.0,GB,Bidalgo - Facebook,MV,HUAWEI,0
6819,23,0,4,0,0.0,0.4343434343,0.0,99,0,0,0,25,7.1.1,AU,MV,MV,Xiaomi,0
9225,36,0,3,0,0.0198019802,0.09900990099,0.0,101,0,0,0,38,7,US,Other,MV,asus,0
4843,25,0,0,0,0.07954545455,0.05681818182,0.0,88,0,0,1,27,8.0.0,US,Facebook,MV,motorola,0
7861,37,0,0,0,0.03703703704,0.14814814810000002,0.0,27,0,1,1,39,8.1.0,US,MV,MV,LGE,0
9955,19,0,1,0,0.0,0.2083333333,1.0,24,1,0,0,21,5.1.1,NZ,MV,MV,samsung,0
3287,51,0,3,1,0.06976744186,0.2093023256,0.0,43,0,1,1,53,8.1.0,DK,Facebook,MV,samsung,0
6836,18,0,0,0,0.0,0.1224489796,0.0,49,0,0,1,20,8.1.0,SE,Facebook,MV,samsung,0
2996,16,0,0,0,0.06557377049,0.14754098359999998,0.0,61,0,0,1,18,9,CA,Bidalgo - Facebook,MV,HUAWEI,0
9099,24,0,1,1,0.006211180124,0.049689440989999986,0.0,161,0,0,1,26,8.0.0,US,Facebook,MV,samsung,0
2881,23,0,2,0,0.0,0.2142857143,0.0,42,0,0,1,25,8.0.0,FR,Other,MV,HUAWEI,0
1867,33,0,4,1,0.02816901408,0.3098591549,0.0,71,0,1,1,35,8.0.0,NZ,MV,MV,samsung,0
8720,21,0,0,0,0.0,0.08695652174,0.0,23,0,0,0,23,4.4.4,CA,Google Adwords,MV,samsung,0
6370,34,0,3,1,0.06862745097999999,0.03921568627,0.0,102,0,0,1,36,9,SG,Facebook,MV,HUAWEI,0
9763,19,0,3,0,0.05921052632000001,0.1842105263,0.0,152,0,1,1,21,9,GB,Other,MV,Google,0
3834,62,0,3,0,0.09554140127,0.07643312102000001,0.0,157,0,0,1,64,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
1004,19,0,1,0,0.05797101449,0.1739130435,0.0,69,0,0,1,21,8.1.0,US,MV,MV,Alcatel,0
3761,42,0,5,0,0.05,0.31666666670000004,0.0,60,0,1,1,44,8.1.0,US,Google Adwords,MV,samsung,0
1886,23,0,2,1,0.01754385965,0.0701754386,0.0,57,0,0,1,25,8.0.0,FI,MV,MV,samsung,0
3056,62,0,3,0,0.0,0.1956521739,0.0,46,0,0,0,64,6.0.1,SG,MV,MV,samsung,0
9748,21,0,0,0,0.0,0.1034482759,0.0,29,0,1,0,23,7.1.2,US,Bidalgo - Instagram,MV,LGE,0
7609,21,0,1,1,0.0,0.0350877193,0.0,57,0,0,0,23,5,US,Facebook,MV,samsung,0
9964,18,0,0,2,0.015625,0.171875,0.0,64,0,0,0,20,7.1.2,US,Facebook,MV,LGE,0
9888,27,0,2,1,0.1166666667,0.1833333333,0.0,60,0,1,1,29,9,GB,Bidalgo - Facebook,MV,HUAWEI,0
3152,37,0,0,2,0.07317073171,0.2682926829,0.0,123,0,1,0,39,7,US,Bidalgo - Facebook,MV,samsung,0
117,22,0,1,1,0.0,0.3235294118,0.0,68,0,0,0,24,7,US,Facebook,MV,LGE,0
6921,23,0,3,0,0.02272727273,0.2727272727,0.0,44,0,0,1,25,8.0.0,US,Facebook,MV,motorola,0
6399,30,0,1,1,0.05555555556,0.03333333333,0.0,90,0,0,1,32,8.0.0,SE,Bidalgo - Facebook,MV,samsung,0
2750,40,0,7,0,0.04166666667,0.3229166667,0.0,96,0,1,0,42,7,US,Fluent,Fluent,LGE,0
3908,48,0,1,0,0.1139240506,0.03797468354,0.0,79,0,1,1,50,8.0.0,US,Bidalgo - Facebook,MV,motorola,0
5018,21,0,3,0,0.0,0.225,0.0,40,0,0,1,23,8.1.0,FI,MV,MV,HUAWEI,0
6410,50,0,2,0,0.05263157895,0.1052631579,0.0,19,0,1,0,52,7,US,Google Adwords,MV,LGE,0
80,51,0,17,4,0.1118881119,0.2412587413,0.0,286,0,1,1,53,8.1.0,US,Bidalgo - Facebook,MV,samsung,0
65,25,0,1,1,0.029411764710000007,0.029411764710000007,0.0,68,0,0,0,27,7.1.1,CA,MV,MV,samsung,0
7517,23,0,2,1,0.0,0.0487804878,1.0,369,1,0,1,25,8.0.0,SE,Facebook,MV,samsung,0
9130,32,0,1,1,0.0,0.0,0.0,36,0,0,1,34,8.0.0,US,MV,MV,motorola,0
4556,31,0,1,1,0.07317073171,0.07317073171,0.0,41,0,1,1,33,8.0.0,US,Bidalgo - Facebook,MV,LGE,0
9570,29,0,1,1,0.0,0.07142857142999999,0.0,42,0,0,1,31,8.0.0,US,Fyber - Android,MV,motorola,0
9485,27,0,6,1,0.0,0.1408450704,0.0,71,0,0,1,29,8.0.0,CA,Facebook,MV,samsung,0
9024,25,0,3,1,0.0,0.2727272727,0.0,33,0,0,0,27,7,GB,MV,MV,motorola,0
9011,19,0,1,1,0.01754385965,0.0701754386,0.0,57,0,1,1,21,8.1.0,US,Fyber - Android,MV,LGE,0
4257,29,0,4,1,0.03125,0.17708333329999998,0.0,96,0,1,1,31,8.0.0,CA,Bidalgo - Facebook,MV,samsung,0
5489,41,0,0,0,0.01428571429,0.1857142857,0.0,70,0,0,1,43,8.0.0,DK,Facebook,MV,samsung,0
8625,47,0,0,0,0.0,0.1162790698,0.0,43,0,1,0,49,7,US,Bidalgo - Facebook,MV,ALCATEL,0
6969,20,0,0,0,0.0,0.05263157895,0.0,38,0,1,1,22,8.0.0,CA,Snapchat,MV,samsung,0
8288,36,0,10,1,0.07594936709,0.1202531646,0.0,158,0,1,1,38,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
7612,18,0,1,1,0.02272727273,0.04545454545,0.0,44,0,0,0,20,7,FI,Bidalgo - Facebook,MV,samsung,0
1285,30,0,1,3,0.0198019802,0.1089108911,0.0,101,0,1,1,32,8.0.0,US,MV,MV,samsung,0
3169,33,0,0,2,0.0145631068,0.053398058250000005,0.0,206,0,1,1,35,8.0.0,US,Bidalgo - Instagram,MV,samsung,0
8902,22,0,1,1,0.0,0.02777777778,0.0,36,0,0,0,24,7.1.1,US,Facebook,MV,ZTE,0
5115,45,0,1,0,0.0,0.029411764710000007,0.0,34,0,1,0,47,7,CA,Bidalgo - Facebook,MV,AlcatelOneTouch,0
7476,25,0,0,0,0.03125,0.09375,0.0,32,0,0,0,27,7,US,Facebook,MV,LGE,0
981,26,0,0,0,0.0,0.08333333333,0.0,12,0,1,1,28,8.1.0,NZ,Bidalgo - Facebook,MV,Global,0
2648,23,0,1,2,0.0,0.025,0.0,40,0,0,1,25,8.0.0,US,Facebook,MV,samsung,0
4933,28,0,1,3,0.01639344262,0.14754098359999998,0.0,61,0,0,0,30,7.1.1,US,Facebook,MV,motorola,0
8223,13,0,3,2,0.01111111111,0.2666666667,0.0,90,0,0,1,15,8.0.0,US,MV,MV,samsung,0
9992,19,0,3,1,0.02678571429,0.1160714286,0.0,112,0,0,0,21,7,US,Facebook,MV,samsung,0
665,18,0,5,1,0.04285714286,0.2571428571,0.0,70,0,0,1,20,8.1.0,US,Bidalgo - Facebook,MV,motorola,0
2998,18,0,1,0,0.05128205128,0.1153846154,0.0,78,0,0,0,20,6.0.1,GB,MV,MV,Other,0
5735,28,0,6,0,0.0,0.5739130435,0.0,115,0,0,0,30,7,CA,Other,MV,LGE,0
6531,17,0,5,1,0.024193548390000003,0.1209677419,0.0,124,0,0,0,19,7,FR,Bidalgo - Instagram,MV,asus,0
6822,18,0,4,2,0.025,0.125,0.0,80,0,0,1,20,8.0.0,CA,MV,MV,LGE,0
22,24,0,2,0,0.05479452055,0.06849315068,0.0,73,0,1,1,26,8.0.0,US,Other,MV,samsung,0
2954,22,0,6,4,0.02162162162,0.2594594595,0.0,185,0,0,1,24,8.1.0,US,Facebook,MV,samsung,0
4593,25,0,2,1,0.04166666667,0.03125,0.0,96,0,1,1,27,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
415,28,0,3,1,0.01265822785,0.3037974684,0.0,79,0,0,0,30,7,FI,Other,MV,HUAWEI,0
4233,36,0,1,1,0.025,0.0,0.0,40,0,0,0,38,6,US,Bidalgo - Facebook,MV,LGE,0
3903,38,0,4,3,0.005747126437,0.1206896552,0.0,174,0,0,1,40,9,US,Bidalgo - Instagram,MV,Google,0
7374,31,0,4,0,0.0325203252,0.1300813008,0.0,123,0,1,1,33,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
1379,40,0,3,1,0.02654867257,0.2477876106,0.0,113,0,1,1,42,8.1.0,US,UnityAds - Android,MV,LGE,0
7998,25,0,1,0,0.07692307692000001,0.1230769231,0.0,65,0,1,1,27,8.1.0,US,Bidalgo - Facebook,MV,samsung,0
2568,12,0,5,1,0.004255319148999999,0.3914893617,0.0,235,0,1,1,14,8.0.0,US,MV,MV,samsung,0
470,14,0,3,0,0.0,0.1182795699,0.0,93,0,0,0,16,6.0.1,GB,Youtube,MV,samsung,0
1203,21,0,3,0,0.03278688525,0.1147540984,0.0,61,0,0,1,23,8.0.0,US,Bidalgo - Instagram,MV,samsung,0
5672,28,0,4,2,0.07865168539,0.1460674157,0.0,89,0,0,1,30,8.0.0,US,MV,MV,samsung,0
7831,23,0,1,1,0.02,0.08,0.0,100,0,1,1,25,8.0.0,SG,MV,MV,samsung,0
6813,26,0,1,1,0.0063694267520000005,0.05732484076,0.0,157,0,1,0,28,7.1.1,NZ,MV,MV,OPPO,0
6484,22,0,6,1,0.03389830508,0.16949152539999998,0.0,59,0,1,1,24,8.1.0,GB,MV,MV,samsung,0
3348,22,0,3,0,0.0,0.2285714286,0.0,35,0,1,1,24,8.0.0,DK,Facebook,MV,HUAWEI,0
6769,25,0,2,0,0.009433962264,0.1132075472,0.0,106,0,0,1,27,8.0.0,SG,Other,MV,samsung,0
5612,18,0,3,0,0.0,0.24,0.0,25,0,0,0,20,7,FI,Facebook,MV,HUAWEI,0
8793,32,0,3,0,0.08163265306,0.2244897959,0.0,49,0,1,0,34,7.1.2,US,Facebook,MV,LGE,0
837,18,0,1,1,0.0,0.07142857142999999,0.0,28,0,0,0,20,7,US,Facebook,MV,LGE,0
6824,17,0,1,1,0.0,0.04081632653,0.0,49,0,0,1,19,8.1.0,CA,Bidalgo - Instagram,MV,samsung,0
8555,18,0,1,0,0.04651162791,0.1162790698,0.0,129,0,1,1,20,8.0.0,SG,Facebook,MV,samsung,0
8160,28,0,2,0,0.0,0.1818181818,0.0,33,0,0,0,30,7.1.2,US,MV,MV,LGE,0
9023,23,0,2,2,0.0,0.1139240506,0.0,79,0,0,1,25,8.0.0,US,Facebook,MV,samsung,0
1452,21,0,4,1,0.01282051282,0.2564102564,0.0,78,0,0,1,23,9,FI,Bidalgo - Facebook,MV,Global,0
7004,46,0,4,1,0.04081632653,0.2040816327,0.0,49,0,1,0,48,5,US,MV,MV,Alco,0
8317,23,0,0,1,0.0,0.09090909091,0.0,33,0,0,0,25,6.0.1,US,Facebook,MV,samsung,0
6201,25,0,3,1,0.04705882353,0.09411764706,0.0,85,0,1,0,27,7.1.1,US,Bidalgo - Facebook,MV,ZTE,0
4684,23,0,0,0,0.0,0.05555555556,0.0,36,0,0,0,25,5.1.1,FR,Bidalgo - Facebook,MV,samsung,0
5876,29,0,5,2,0.09349593496,0.2276422764,0.0,246,0,0,1,31,8.0.0,US,Bidalgo - Facebook,MV,samsung,0
314,15,0,3,0,0.06,0.18,0.0,50,0,0,0,17,6.0.1,US,YeahMobi,MV,LGE,0
2326,49,0,0,0,0.0,0.2558139535,0.0,43,0,1,1,51,8.0.0,US,Bidalgo - Facebook,MV,motorola,0
1911,22,0,2,1,0.0,0.03703703704,0.0,54,0,0,1,24,8.1.0,US,Facebook,MV,TCL,0
2060,53,0,1,1,0.1041666667,0.1666666667,0.0,48,0,1,0,55,7,US,Facebook,MV,LGE,0
6709,35,0,2,2,0.0641025641,0.0641025641,0.0,78,0,0,1,37,8.0.0,US,Bidalgo - Facebook,MV,motorola,0
5208,23,0,4,1,0.018181818180000003,0.2181818182,0.0,55,0,0,0,25,7,FI,Facebook,MV,HUAWEI,0
7664,29,0,4,2,0.04081632653,0.1836734694,0.0,49,0,1,0,31,7.1.1,US,Bidalgo - Facebook,MV,motorola,0
5394,23,0,0,0,0.0,0.0,0.0,102,0,0,1,25,9,AU,Bidalgo - Instagram,MV,OnePlus,0
4438,28,0,0,0,0.0,0.0,0.0,51,0,0,0,30,7.1.2,US,Bidalgo - Instagram,MV,ZTE,0
6089,28,0,0,0,0.02173913043,0.1956521739,0.0,46,0,0,1,30,8.0.0,FI,Bidalgo - Instagram,MV,HUAWEI,0
1448,21,0,2,0,0.0,0.3928571429,0.0,28,0,0,0,23,7.1.1,US,Facebook,MV,google,0
3918,30,0,0,0,0.0,0.0,0.0,32,0,1,0,32,6.0.1,GB,MV,MV,ZTE,0
4120,26,0,2,0,0.009009009009,0.05405405405,0.0,111,0,0,1,28,9,FI,Bidalgo - Instagram,MV,OnePlus,0
3255,45,0,2,0,0.0,0.2708333333,0.0,48,0,0,0,47,6.0.1,US,Facebook,MV,samsung,0
7390,29,0,1,1,0.04347826087,0.1739130435,0.0,46,0,0,1,31,8.1.0,NO,Facebook,MV,HUAWEI,0
8869,18,0,1,0,0.0,0.1904761905,0.0,21,0,0,0,20,6,FI,Other,MV,HUAWEI,0
7725,43,0,4,0,0.12,0.1333333333,0.0,75,0,1,0,45,6.0.1,US,Bidalgo - Facebook,MV,samsung,0
2920,17,0,2,1,0.0,0.14814814810000002,0.0,27,0,1,0,19,7.1.1,US,Bidalgo - Facebook,MV,motorola,0
7838,27,0,2,1,0.0,0.2073170732,0.0,82,0,0,1,29,8.0.0,US,Fyber - Android,MV,samsung,0
923,45,0,2,1,0.03614457831,0.0843373494,0.0,83,0,0,1,47,8.0.0,GB,Bidalgo - Facebook,MV,samsung,0
2991,23,0,1,1,0.018867924530000003,0.2264150943,0.0,106,0,1,1,25,8.1.0,US,Bidalgo - Facebook,MV,samsung,0
